id|title|authors|arxiv_primary_category|summary|published|updated|general_category
http://arxiv.org/abs/1406.5312v1|Asymptotic Exponential Arbitrage and Utility-based Asymptotic Arbitrage   in Markovian Models of Financial Markets|Martin Le Doux Mbele Bidima;Miklós Rásonyi|math.OC|Consider a discrete-time infinite horizon financial market model in which the logarithm of the stock price is a time discretization of a stochastic differential equation. Under conditions different from those given in a previous paper of ours, we prove the existence of investment opportunities producing an exponentially growing profit with probability tending to $1$ geometrically fast. This is achieved using ergodic results on Markov chains and tools of large deviations theory.   Furthermore, we discuss asymptotic arbitrage in the expected utility sense and its relationship to the first part of the paper.|2014-06-20T08:36:04Z|2014-06-20T08:36:04Z|math
http://arxiv.org/abs/1101.0943v1|Leo and me|Jacob Feldman|stat.AP|"I arrived in Berkeley in 1957, at which time Leo was an Acting Assistant Professor of Mathematics here. He had recently proven the ""individual ergodic theorem of information theory""---a triumph---and since this was becoming central to my own interests, it would have been natural for us to work together. However, Leo's interests shifted to more applied work, specifically statistics, and he soon moved to UCLA. So we never became collaborators, but we did became good friends, especially after 1980 when he returned to Berkeley as a Professor of Statistics."|2011-01-05T11:59:01Z|2011-01-05T11:59:01Z|stat
http://arxiv.org/abs/1605.05685v1|First direct evidence of two stages in free recall and three   corresponding estimates of working memory capacity|Eugen Tarnow|q-bio.OT|I find that exactly two stages can be seen directly in sequential free recall distributions. These distributions show that the first three recalls come from the emptying of working memory, recalls 6 and above come from a second stage and the 4th and 5th recalls are mixtures of the two. A discontinuity, a rounded step function, is shown to exist in the fitted linear slope of the recall distributions as the recall shifts from the emptying of working memory (positive slope) to the second stage (negative slope). The discontinuity leads to a first estimate of the capacity of working memory at 4-4.5 items. Working memory accounts for the recency effect. The primacy effect comes from the second stage with a contribution also from working memory for short lists (the first item). The different slopes of the working memory and secondary stages, and that the two have different functional forms, accounts for the u-shaped serial position curve. The total recall is shown to be a linear combination of the content of working memory and items recalled in the second stage with 3.0-3.9 items coming from working memory, a second estimate of the capacity of working memory. A third, separate upper limit on the capacity of working memory is found (3.06 items), corresponding to the requirement that the content of working memory cannot exceed the total recall, item by item. This third limit presumably corresponds to the least chunked item. This is the best limit on the capacity of unchunked working memory.|2016-04-06T11:17:03Z|2016-04-06T11:17:03Z|q-bio
http://arxiv.org/abs/1901.04500v1|On the Prevalence of Super-Massive Black Holes over Cosmic Time|Johannes Buchner;Ezequiel Treister;Franz E. Bauer;Lia F. Sartori;Kevin Schawinski|astro-ph.GA|We investigate the abundance of Super-Massive Black Hole (SMBH) seeds in primordial galaxy halos. We explore the assumption that dark matter halos outgrowing a critical halo mass M_c have some probability p of having spawned a SMBH seed. Current observations of local, intermediate-mass galaxies constrain these parameters: For $M_c=10^{11}M_\odot$, all halos must be seeded, but when adopting smaller M_c masses the seeding can be much less efficient. The constraints also put lower limits on the number density of black holes in the local and high-redshift Universe. Reproducing z~6 quasar space densities depends on their typical halo mass, which can be constrained by counting nearby Lyman Break Galaxies and Lyman Alpha Emitters. For both observables, our simulations demonstrate that single-field predictions are too diverse to make definitive statements, in agreement with mixed claims in the literature. If quasars are not limited to the most massive host halos, they may represent a tiny fraction (~10^-5) of the SMBH population. Finally, we produce a wide range of predictions for gravitational events from SMBH mergers. We define a new diagnostic diagram for LISA to measure both SMBH space density and the typical delay between halo merger and black hole merger. While previous works have explored specific scenarios, our results hold independent of the seed mechanism, seed mass, obscuration, fueling methods and duty cycle.|2019-01-14T19:00:02Z|2019-01-14T19:00:02Z|astro-ph
http://arxiv.org/abs/1003.2329v1|Why is life so exact?|Denis A. Semenov|physics.bio-ph|"This is my attempt to answer Schr\""odinger's question: ""What is Life?"". In living cell the local combination of atoms is reproduced with incredible accuracy. In the case of protein biosynthesis the notion of the physical aspect of the process can be qualitatively enriched by taking into account the symmetry of conformational oscillations. This is the key to understand the selectivity in biochemistry."|2010-03-11T13:22:40Z|2010-03-11T13:22:40Z|physics
http://arxiv.org/abs/0711.0409v1|Dynamic Moment Analysis of the Extracellular Electric Field of a   Biologically Realistic Spiking Neuron|J. N. Milstein;Christof Koch|q-bio.NC|Based upon the membrane currents generated by an action potential in a biologically realistic model of a pyramidal, hippocampal cell within rat CA1, we perform a moment expansion of the extracellular field potential. We decompose the potential into both inverse and classical moments and show that this method is a rapid and efficient way to calculate the extracellular field both near and far from the cell body. The action potential gives rise to a large quadrupole moment that contributes to the extracellular field up to distances of almost 1 cm. This method will serve as a starting point in connecting the microscopic generation of electric fields at the level of neurons to macroscopic observables such as the local field potential.|2007-11-02T22:57:06Z|2007-11-02T22:57:06Z|q-bio
http://arxiv.org/abs/1503.01842v1|CEoptim: Cross-Entropy R Package for Optimization|Tim Benham;Qibin Duan;Dirk P. Kroese;Benoit Liquet|stat.CO|The cross-entropy (CE) method is simple and versatile technique for optimization, based on Kullback-Leibler (or cross-entropy) minimization. The method can be applied to a wide range of optimization tasks, including continuous, discrete, mixed and constrained optimization problems. The new package CEoptim provides the R implementation of the CE method for optimization. We describe the general CE methodology for optimization and well as some useful modifications. The usage and efficacy of CEoptim is demonstrated through a variety of optimization examples, including model fitting, combinatorial optimization, and maximum likelihood estimation.|2015-03-06T03:43:34Z|2015-03-06T03:43:34Z|stat
http://arxiv.org/abs/1506.06669v3|Understanding the Impact of Microcredit Expansions: A Bayesian   Hierarchical Analysis of 7 Randomised Experiments|Rachael Meager|q-fin.EC|"Bayesian hierarchical models are a methodology for aggregation and synthesis of data from heterogeneous settings, used widely in statistics and other disciplines. I apply this framework to the evidence from 7 randomized experiments of expanding access to microcredit to assess the general impact of the intervention on household outcomes and the heterogeneity in this impact across sites. The results suggest that the effect of microcredit is likely to be positive but small relative to control group average levels, and the possibility of a negative impact cannot be ruled out. By contrast, common meta-analytic methods that pool all the data without assessing the heterogeneity misleadingly produce ""statistically significant"" results in 2 of the 6 household outcomes. Standard pooling metrics for the studies indicate on average 60% pooling on the treatment effects, suggesting that the site-specific effects are reasonably externally valid, and thus informative for each other and for the general case. The cross-study heterogeneity is almost entirely generated by heterogeneous effects for the 27% households who previously operated businesses before microcredit expansion, although this group is likely to see much larger impacts overall. A Ridge regression procedure to assess the correlations between site-specific covariates and treatment effects indicates that the remaining heterogeneity is strongly correlated with differences in economic variables, but not with differences in study design protocols. The average interest rate and the average loan size have the strongest correlation with the treatment effects, and both are negative."|2015-06-22T16:23:51Z|2016-07-12T20:28:38Z|q-fin
http://arxiv.org/abs/1002.3820v3|Conservative Constraints on Dark Matter from the Fermi-LAT Isotropic   Diffuse Gamma-Ray Background Spectrum|Kevork N. Abazajian;Prateek Agrawal;Zackaria Chacko;Can Kilic|astro-ph.HE|We examine the constraints on final state radiation from Weakly Interacting Massive Particle (WIMP) dark matter candidates annihilating into various standard model final states, as imposed by the measurement of the isotropic diffuse gamma-ray background by the Large Area Telescope aboard the Fermi Gamma-Ray Space Telescope. The expected isotropic diffuse signal from dark matter annihilation has contributions from the local Milky Way (MW) as well as from extragalactic dark matter. The signal from the MW is very insensitive to the adopted dark matter profile of the halos, and dominates the signal from extragalactic halos, which is sensitive to the low mass cut-off of the halo mass function. We adopt a conservative model for both the low halo mass survival cut-off and the substructure boost factor of the Galactic and extragalactic components, and only consider the primary final state radiation. This provides robust constraints which reach the thermal production cross-section for low mass WIMPs annihilating into hadronic modes. We also reanalyze limits from HESS observations of the Galactic Ridge region using a conservative model for the dark matter halo profile. When combined with the HESS constraint, the isotropic diffuse spectrum rules out all interpretations of the PAMELA positron excess based on dark matter annihilation into two lepton final states. Annihilation into four leptons through new intermediate states, although constrained by the data, is not excluded.|2010-02-19T20:59:25Z|2010-10-28T15:37:42Z|astro-ph
http://arxiv.org/abs/0906.5581v2|Strong Taylor approximation of stochastic differential equations and   application to the Lévy LIBOR model|Antonis Papapantoleon;Maria Siopacha|math.PR|In this article we develop a method for the strong approximation of stochastic differential equations (SDEs) driven by L\'evy processes or general semimartingales. The main ingredients of our method is the perturbation of the SDE and the Taylor expansion of the resulting parameterized curve. We apply this method to develop strong approximation schemes for LIBOR market models. In particular, we derive fast and precise algorithms for the valuation of derivatives in LIBOR models which are more tractable than the simulation of the full SDE. A numerical example for the L\'evy LIBOR model illustrates our method.|2009-06-30T16:40:48Z|2010-10-04T12:37:39Z|math
http://arxiv.org/abs/1412.1183v2|Regulatory Capital Modelling for Credit Risk|Marek Rutkowski;Silvio Tarca|q-fin.RM|The Basel II internal ratings-based (IRB) approach to capital adequacy for credit risk plays an important role in protecting the Australian banking sector against insolvency. We outline the mathematical foundations of regulatory capital for credit risk, and extend the model specification of the IRB approach to a more general setting than the usual Gaussian case. It rests on the proposition that quantiles of the distribution of conditional expectation of portfolio percentage loss may be substituted for quantiles of the portfolio loss distribution. We present a more economical proof of this proposition under weaker assumptions. Then, constructing a portfolio that is representative of credit exposures of the Australian banking sector, we measure the rate of convergence, in terms of number of obligors, of empirical loss distributions to the asymptotic (infinitely fine-grained) portfolio loss distribution. Moreover, we evaluate the sensitivity of credit risk capital to dependence structure as modelled by asset correlations and elliptical copulas. Access to internal bank data collected by the prudential regulator distinguishes our research from other empirical studies on the IRB approach.|2014-12-03T04:25:48Z|2016-07-07T09:34:39Z|q-fin
http://arxiv.org/abs/1310.5791v3|ROP: Matrix recovery via rank-one projections|T. Tony Cai;Anru Zhang|math.ST|Estimation of low-rank matrices is of significant interest in a range of contemporary applications. In this paper, we introduce a rank-one projection model for low-rank matrix recovery and propose a constrained nuclear norm minimization method for stable recovery of low-rank matrices in the noisy case. The procedure is adaptive to the rank and robust against small perturbations. Both upper and lower bounds for the estimation accuracy under the Frobenius norm loss are obtained. The proposed estimator is shown to be rate-optimal under certain conditions. The estimator is easy to implement via convex programming and performs well numerically. The techniques and main results developed in the paper also have implications to other related statistical problems. An application to estimation of spiked covariance matrices from one-dimensional random projections is considered. The results demonstrate that it is still possible to accurately estimate the covariance matrix of a high-dimensional distribution based only on one-dimensional projections.|2013-10-22T03:30:29Z|2014-12-09T10:24:46Z|math
http://arxiv.org/abs/1510.01305v1|Astroparticle Physics at Eastern Colombia|Hernan Asorey;Luis A. Nunez|astro-ph.IM|We present the emerging panorama of Astroparticle Physics at Eastern Colombia, and describe several ongoing projects, most of them related to the Latin American Giant Observatory (LAGO) Project. This research work is carried out at the Grupo de Investigaciones en Relatividad y Gravitaci\'on of Universidad Industrial de Santander.|2015-10-05T19:49:23Z|2015-10-05T19:49:23Z|astro-ph
http://arxiv.org/abs/1604.08921v2|An ecological resilience perspective on cancer: insights from a toy   model|Artur C. Fassoni;Hyun M. Yang|q-bio.PE|In this paper we propose an ecological resilience point of view on cancer. This view is based on the analysis of a simple ODE model for the interactions between cancer and normal cells. The model presents two regimes for tumor growth. In the first, cancer arises due to three reasons: a partial corruption of the functions that avoid the growth of mutated cells, an aggressive phenotype of tumor cells and exposure to external carcinogenic factors. In this case, treatments may be effective if they drive the system to the basin of attraction of the cancer cure state. In the second regime, cancer arises because the repair system is intrinsically corrupted. In this case, the complete cure is not possible since the cancer cure state is no more stable, but tumor recurrence may be delayed if treatment is prolongued. We review three indicators of the resilience of a stable equilibrium, related with size and shape of its basin of attraction: latitude, precariousness and resistance. A novel method to calculate these indicators is proposed. This method is simpler and more efficient than those currently used, and may be easily applied to other population dynamics models. We apply this method to the model and investigate how these indicators behave with parameters changes. Finally, we present some simulations to illustrate how the resilience analysis can be applied to validated models in order to obtain indicators for personalized cancer treatments.   Keywords: Tumor growth; Chemotherapy; Basins of Attraction; Regime shifts; Critical transitions|2016-04-29T17:43:41Z|2016-08-31T19:37:47Z|q-bio
http://arxiv.org/abs/1803.04353v3|Partial Identifiability of Restricted Latent Class Models|Yuqi Gu;Gongjun Xu|math.ST|Latent class models have wide applications in social and biological sciences. In many applications, pre-specified restrictions are imposed on the parameter space of latent class models, through a design matrix, to reflect practitioners' assumptions about how the observed responses depend on subjects' latent traits. Though widely used in various fields, such restricted latent class models suffer from non-identifiability due to their discreteness nature and complex structure of restrictions. This work addresses the fundamental identifiability issue of restricted latent class models by developing a general framework for strict and partial identifiability of the model parameters. Under correct model specification, the developed identifiability conditions only depend on the design matrix and are easily checkable, which provide useful practical guidelines for designing statistically valid diagnostic tests. Furthermore, the new theoretical framework is applied to establish, for the first time, identifiability of several designs from cognitive diagnosis applications.|2018-03-12T16:23:08Z|2019-05-31T01:20:42Z|math
http://arxiv.org/abs/math/0607466v1|Global Stabilization of a Class of Partially Known Positive Systems|Jean-Luc Gouzé;Olivier Bernard;Ludovic Mailleret|math.OC|In this report we deal with the problem of global output feedback stabilization of a class of $n$-dimensional nonlinear positive systems possessing a one-dimensional unknown, though measured, part. We first propose our main result, an output feedback control procedure, taking advantage of measurements of the uncertain part, able to globally stabilize the system towards an adjustable equilibrium point in the interior of the positive orthant. Though quite general, this result is based on hypotheses that might be difficult to check in practice. Then in a second step, through a Theorem on a class of positive systems linking the existence of a strongly positive equillibrium to its global asymptotic stability, we propose other hypotheses for our main result to hold. These new hypotheses are more restrictive but much simpler to check. Some illustrative examples, highlighting both the potential complex open loop dynamics (multi-stability, limit cycle, chaos) of the considered systems and the interest of the control procedure, conclude this report.|2006-07-19T15:02:26Z|2006-07-19T15:02:26Z|math
http://arxiv.org/abs/1205.6473v2|The Stellar Initial Mass Function in Early-Type Galaxies From Absorption   Line Spectroscopy. II. Results|Charlie Conroy;Pieter van Dokkum|astro-ph.CO|The spectral absorption lines in early-type galaxies contain a wealth of information regarding the detailed abundance pattern, star formation history, and stellar initial mass function (IMF) of the underlying stellar population. Using our new population synthesis model that accounts for the effect of variable abundance ratios of 11 elements, we analyze very high quality absorption line spectra of 38 early-type galaxies and the nuclear bulge of M31. These data extend to 1um and they therefore include the IMF-sensitive spectral features NaI, CaII, and FeH at 0.82um, 0.86um and 0.99um, respectively. The models fit the data well, with typical rms residuals ~1%. Strong constraints on the IMF and therefore the stellar mass-to-light ratio, (M/L)_stars, are derived for individual galaxies. We find that the IMF becomes increasingly bottom-heavy with increasing velocity dispersion and [Mg/Fe]. At the lowest dispersions and [Mg/Fe] values the derived IMF is consistent with the Milky Way IMF, while at the highest dispersions and [Mg/Fe] values the derived IMF contains more low-mass stars (is more bottom-heavy) than even a Salpeter IMF. Our best-fit (M/L)_stars values do not exceed dynamically-based M/L values. We also apply our models to stacked spectra of four metal-rich globular clusters in M31 and find an (M/L)_stars that implies fewer low-mass stars than a Milky Way IMF, again agreeing with dynamical constraints. We discuss other possible explanations for the observed trends and conclude that variation in the IMF is the simplest and most plausible.|2012-05-29T20:00:02Z|2012-10-12T03:34:25Z|astro-ph
http://arxiv.org/abs/1812.06533v2|What Is the Value Added by Using Causal Machine Learning Methods in a   Welfare Experiment Evaluation?|Anthony Strittmatter|econ.EM|Recent studies have proposed causal machine learning (CML) methods to estimate conditional average treatment effects (CATEs). In this study, I investigate whether CML methods add value compared to conventional CATE estimators by re-evaluating Connecticut's Jobs First welfare experiment. This experiment entails a mix of positive and negative work incentives. Previous studies show that it is hard to tackle the effect heterogeneity of Jobs First by means of CATEs. I report evidence that CML methods can provide support for the theoretical labor supply predictions. Furthermore, I document reasons why some conventional CATE estimators fail and discuss the limitations of CML methods.|2018-12-16T20:24:02Z|2019-03-16T21:13:51Z|econ
http://arxiv.org/abs/1512.03618v1|Macroeconomic Dynamics of Assets, Leverage and Trust|Jeroen Rozendaal;Yannick Malevergne;Didier Sornette|q-fin.EC|A macroeconomic model based on the economic variables (i) assets, (ii) leverage (defined as debt over asset) and (iii) trust (defined as the maximum sustainable leverage) is proposed to investigate the role of credit in the dynamics of economic growth, and how credit may be associated with both economic performance and confidence. Our first notable finding is the mechanism of reward/penalty associated with patience, as quantified by the return on assets. In regular economies where the EBITA/Assets ratio is larger than the cost of debt, starting with a trust higher than leverage results in the highest long-term return on assets (which can be seen as a proxy for economic growth). Our second main finding concerns a recommendation for the reaction of a central bank to an external shock that affects negatively the economic growth. We find that late policy intervention in the model economy results in the highest long-term return on assets and largest asset value. But this comes at the cost of suffering longer from the crisis until the intervention occurs. The phenomenon can be ascribed to the fact that postponing intervention allows trust to increase first, and it is most effective to intervene when trust is high. These results derive from two fundamental assumptions underlying our model: (a) trust tends to increase when it is above leverage; (b) economic agents learn optimally to adjust debt for a given level of trust and amount of assets. Using a Markov Switching Model for the EBITA/Assets ratio, we have successfully calibrated our model to the empirical data of the return on equity of the EURO STOXX 50 for the time period 2000-2013. We find that dynamics of leverage and trust can be highly non-monotonous with curved trajectories, as a result of the nonlinear coupling between the variables.|2015-12-11T12:19:50Z|2015-12-11T12:19:50Z|q-fin
http://arxiv.org/abs/1208.3553v1|The Dependence of Routine Bayesian Model Selection Methods on Irrelevant   Alternatives|Piotr Zwiernik;Jim Q. Smith|stat.ME|"Bayesian methods - either based on Bayes Factors or BIC - are now widely used for model selection. One property that might reasonably be demanded of any model selection method is that if a model ${M}_{1}$ is preferred to a model ${M}_{0}$, when these two models are expressed as members of one model class $\mathbb{M}$, this preference is preserved when they are embedded in a different class $\mathbb{M}'$. However, we illustrate in this paper that with the usual implementation of these common Bayesian procedures this property does not hold true even approximately. We therefore contend that to use these methods it is first necessary for there to exist a ""natural"" embedding class. We argue that in any context like the one illustrated in our running example of Bayesian model selection of binary phylogenetic trees there is no such embedding."|2012-08-17T08:20:31Z|2012-08-17T08:20:31Z|stat
http://arxiv.org/abs/1501.01898v1|Fast Estimation of Diffusion Tensors under Rician noise by the EM   algorithm|Jia Liu;Dario Gasbarra;Juha Railavo|stat.CO|This paper presents a fast computational method, the Expectation Maximization algorithm, for Maximum Likelihood (ML) estimation in diffusion tensor imaging under the Rice noise model. We further extend the ML framework to the maximum a posterior (MAP) estimation and describe the numerical similarities of both ML and MAP estimators. This novel method is implemented and applied using both synthetic and real data in a wide range of b amplitudes. The comparison with other popular methods are made in accuracy, methodology and computation.|2015-01-08T16:29:16Z|2015-01-08T16:29:16Z|stat
http://arxiv.org/abs/1401.8115v1|Inhomogeneous K-function for germ-grain models|M. Ángeles Gallego;M. Victoria Ibáñez;Amelia Simó|stat.OT|In this paper, we propose a generalization to germ-grain models of the inhomogeneous K-function of Point Processes. We apply them to a sample of images of peripheral blood smears obtained from patients with Sickle Cell Disease, in order to decide whether the sample belongs to the thin, thick or morphological region.|2014-01-31T10:25:44Z|2014-01-31T10:25:44Z|stat
http://arxiv.org/abs/1507.05990v2|Estimation and uncertainty of reversible Markov models|Benjamin Trendelkamp-Schroer;Hao Wu;Fabian Paul;Frank Noé|physics.chem-ph|Reversibility is a key concept in Markov models and Master-equation models of molecular kinetics. The analysis and interpretation of the transition matrix encoding the kinetic properties of the model relies heavily on the reversibility property. The estimation of a reversible transition matrix from simulation data is therefore crucial to the successful application of the previously developed theory. In this work we discuss methods for the maximum likelihood estimation of transition matrices from finite simulation data and present a new algorithm for the estimation if reversibility with respect to a given stationary vector is desired. We also develop new methods for the Bayesian posterior inference of reversible transition matrices with and without given stationary vector taking into account the need for a suitable prior distribution preserving the meta- stable features of the observed process during posterior inference. All algorithms here are implemented in the PyEMMA software - http://pyemma.org - as of version 2.0.|2015-07-19T21:38:45Z|2015-09-22T03:13:42Z|physics
http://arxiv.org/abs/1309.6551v2|Neutral genomic regions refine models of recent rapid human population   growth|Elodie Gazave;Li Ma;Diana Chang;Alex Coventry;Feng Gao;Donna Muzny;Eric Boerwinkle;Richard Gibbs;Charles F. Sing;Andrew G. Clark;Alon Keinan|q-bio.PE|Human populations have experienced dramatic growth since the Neolithic revolution. Recent studies that sequenced a very large number of individuals observed an extreme excess of rare variants, and provided clear evidence of recent rapid growth in effective population size, though estimates have varied greatly among studies. All these studies were based on protein-coding genes, in which variants are also impacted by natural selection. In this study, we introduce targeted sequencing data for studying recent human history with minimal confounding by natural selection. We sequenced loci very far from genes that meet a wide array of additional criteria such that mutations in these loci are putatively neutral. As population structure also skews allele frequencies, we sequenced a sample of relatively homogeneous ancestry by first analyzing the population structure of 9,716 European Americans. We employed very high coverage sequencing to reliably call rare variants, and fit an extensive array of models of recent European demographic history to the site frequency spectrum. The best-fit model estimates ~3.4% growth per generation during the last ~140 generations, resulting in a population size increase of two orders of magnitude. This model fits the data very well, largely due to our observation that assumptions of more ancient demography can impact estimates of recent growth. This observation and results also shed light on the discrepancy in demographic estimates among recent studies.|2013-09-25T16:01:10Z|2013-11-15T22:36:23Z|q-bio
http://arxiv.org/abs/1905.02543v1|Chromatic Aberration in Metalenses|Cristian E. Gutiérrez;Ahmad Sabra|physics.class-ph|This paper provides a mathematical approach to study chromatic aberration in metalenses. It is shown that radiation of a given wavelength is refracted according to a generalized Snell's law which together with the notion of envelope yields the existence of phase discontinuities. This is then used to establish a quantitative measure of dispersion in metalenses concluding that in the visible spectrum it has the same order of magnitude as for standard lenses.|2019-05-03T15:42:24Z|2019-05-03T15:42:24Z|physics
http://arxiv.org/abs/1604.01329v6|DNA to DNA transcription might exist in eukaryotic cells|Gao-De Li|q-bio.SC|Till now, in biological sciences, the term, transcription, mainly refers to DNA to RNA transcription. But our recently published experimental findings obtained from Plasmodium falciparum strongly suggest the existence of DNA to DNA transcription in the genome of eukaryotic cells, which could shed some light on the functions of certain noncoding DNA in the human and other eukaryotic genomes.|2016-04-05T16:56:51Z|2018-01-29T09:01:57Z|q-bio
http://arxiv.org/abs/0911.0596v1|Ab initio computational modeling of tumor spheroids|Roberto Chignola;Alessio Del Fabbro;Marcello Farina;Edoardo Milotti|q-bio.CB|This paper is a review of the VBL project, where we develop and test a numerical simulator of tumor spheroids.|2009-11-03T15:41:49Z|2009-11-03T15:41:49Z|q-bio
http://arxiv.org/abs/physics/9909009v1|Fundamental Physical Constants and the Principle of Parametric   Incompleteness|S. S. Stepanov|physics.gen-ph|The principle which allows to construct new physical theories on the basis of classical mechanics by reduction of the number of its axiom without engaging new postulates is formulated. The arising incompleteness of theory manifests itself in terms of theoretically undefinable fundamental physical constants $\hbar$ and c. As an example we built up a parametric generalization of relativistic theory, where the Hubble Law and the dependence of light velocity on time are obtained.|1999-09-07T07:56:24Z|1999-09-07T07:56:24Z|physics
http://arxiv.org/abs/1904.11583v2|Time-dependent product-form Poisson distributions for reaction networks   with higher order complexes|David F. Anderson;David Schnoerr;Chaojie Yuan|math.PR|"It is well known that stochastically modeled reaction networks that are complex balanced admit a stationary distribution that is a product of Poisson distributions. In this paper, we consider the following related question: supposing that the initial distribution of a stochastically modeled reaction network is a product of Poissons, under what conditions will the distribution remain a product of Poissons for all time? By drawing inspiration from Crispin Gardiner's ""Poisson representation"" for the solution to the chemical master equation, we provide a necessary and sufficient condition for such a product-form distribution to hold for all time. Interestingly, the condition is a dynamical ""complex-balancing"" for only those complexes that have multiplicity greater than or equal to two (i.e. the higher order complexes that yield non-linear terms to the dynamics). We term this new condition the ""dynamical and restricted complex balance"" condition (DR for short)."|2019-04-25T20:58:10Z|2019-11-18T17:11:32Z|math
http://arxiv.org/abs/1407.1774v1|gamboostLSS: An R Package for Model Building and Variable Selection in   the GAMLSS Framework|Benjamin Hofner;Andreas Mayr;Matthias Schmid|stat.CO|Generalized additive models for location, scale and shape (GAMLSS) are a flexible class of regression models that allow to model multiple parameters of a distribution function, such as the mean and the standard deviation, simultaneously. With the R package gamboostLSS, we provide a boosting method to fit these models. Variable selection and model choice are naturally available within this regularized regression framework. To introduce and illustrate the R package gamboostLSS and its infrastructure, we use a data set on stunted growth in India. In addition to the specification and application of the model itself, we present a variety of convenience functions, including methods for tuning parameter selection, prediction and visualization of results. The package gamboostLSS is available from CRAN (http://cran.r-project.org/package=gamboostLSS).|2014-07-07T17:11:09Z|2014-07-07T17:11:09Z|stat
